,comp score,net 1 scores,net 2 scores,net 3 scores,flx,mouse,time,expDate,auc (last-30-minutes),net 1 auc (last-30-minutes),net 2 auc (last-30-minutes),net 3 auc (last-30-minutes)
30032,1.9461681,0.06808266,0.07630972,0.009624434,0.0,Mouse78751,89,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30033,3.1930883,0.09287972,0.13588455,0.024431188,0.0,Mouse78751,90,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30034,2.130458,0.08977227,0.07490498,0.0030879406,0.0,Mouse78751,91,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30035,5.921954,0.15072925,0.26556033,0.024545297,0.0,Mouse78751,92,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30036,3.4476748,0.10330181,0.14496633,0.025923423,0.0,Mouse78751,93,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30037,4.3272753,0.13550033,0.17911883,0.018710902,0.0,Mouse78751,94,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30038,2.247161,0.07511614,0.087849215,0.06449606,0.0,Mouse78751,95,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30039,3.9182117,0.1283902,0.15774249,0.042207915,0.0,Mouse78751,96,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30040,2.7096252,0.09734185,0.10200694,0.07653698,0.0,Mouse78751,97,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
30041,3.8479776,0.12345459,0.15482864,0.07910386,0.0,Mouse78751,98,040723,0.5610492452363276,0.5439240572592465,0.5596302562198999,0.46550775227000174
