Predictors,net 1,net 2,net 3
Thal->Hipp 19,0.023538085,0.13947544,0.02263863
Thal->Hipp 20,0.0084375655,0.17260024,0.022168906
Thal->Hipp 21,1.885769e-05,0.19945425,0.022867888
Thal->Hipp 22,1.9112926e-05,0.21579832,0.026842605
Thal->Hipp 23,1.9240324e-05,0.22034425,0.036803737
Thal->Hipp 24,0.010296832,0.21118957,0.047066476
Thal->Hipp 25,0.03023928,0.19188832,0.05572005
Thal->Hipp 26,0.056051034,0.17117989,0.05645411
Thal->Hipp 27,0.082850136,0.15160216,0.057078715
Thal->Hipp 28,0.10930153,0.13853127,0.060457133
Thal->Hipp 29,0.13500512,0.13421792,0.061206702
Thal->Hipp 30,0.15804367,0.13948163,0.056289095
Thal->Hipp 31,0.17781542,0.15391421,0.04959079
Thal->Hipp 32,0.20045678,0.17150477,0.043497086
Thal->Hipp 33,0.22187921,0.18217583,0.038269985
Thal->Hipp 34,0.24341212,0.18595424,0.03594984
Thal->Hipp 35,0.25862873,0.18243581,0.034653578
Thal->Hipp 36,0.26890957,0.1717062,0.034018494
Thal->Hipp 37,0.27746263,0.15583718,0.032236323
Thal->Hipp 38,0.28594866,0.13680036,0.028508125
Thal->Hipp 39,0.29643783,0.116854124,0.025262626
Thal->Hipp 40,0.30355543,0.09650207,0.021155633
Thal->Hipp 41,0.30645037,0.0774741,0.018200487
Thal->Hipp 42,0.3031896,0.06336883,0.016629808
Thal->Hipp 43,0.28890345,0.05493457,0.017156862
Thal->Hipp 44,0.26581836,0.050318114,0.019135429
Thal->Hipp 45,0.23711212,0.04556848,0.018428257
Thal->Hipp 46,0.20537671,0.043162268,0.01382574
Thal->Hipp 47,0.17303187,0.044092026,0.0066672736
Thal->Hipp 48,0.14261705,0.04757608,9.534775e-06
Thal->Hipp 49,0.110331416,0.050373923,8.731512e-06
Thal->Hipp 50,0.08415863,0.055804763,7.5960374e-06
Thal->Hipp 51,0.0646901,0.06268588,6.4173632e-06
Thal->Hipp 52,0.06096423,0.07728487,5.254421e-06
Thal->Hipp 53,0.06769702,0.094970964,0.0007991274
Thal->Hipp 54,0.07018536,0.115009725,0.011960469
Thal->Hipp 55,0.043692846,0.13077424,0.012994305
Thal->Hipp 56,0.030488862,0.13205783,0.012465546
Hipp->VTA 1,0.16542321,0.22729532,0.028784461
Hipp->VTA 2,0.16492312,0.21748962,0.033241376
Hipp->VTA 3,0.16469964,0.20036754,0.03981805
Hipp->VTA 4,0.16443689,0.17236559,0.045816477
Hipp->VTA 5,0.16916426,0.13019645,0.048130132
Hipp->VTA 6,0.20062377,0.08649636,0.034918975
Hipp->VTA 7,0.28120947,0.07655678,3.6789938e-06
Hipp->VTA 8,0.3178172,0.08215413,3.87322e-06
Hipp->VTA 9,0.32105908,0.12222199,4.907653e-06
Hipp->VTA 10,0.3220934,0.15517333,6.4330043e-06
Hipp->VTA 11,0.3200355,0.17339028,7.881316e-06
Hipp->VTA 12,0.31832778,0.18263364,8.81489e-06
Hipp->VTA 13,0.3157743,0.18754366,0.00085633807
Hipp->VTA 14,0.30802703,0.18832402,0.0047199703
Hipp->VTA 15,0.29940733,0.18672627,0.010346409
Hipp->VTA 16,0.29002598,0.18571958,0.016016116
Hipp->VTA 17,0.27714652,0.18963312,0.018603003
Hipp->VTA 18,0.25797436,0.2005248,0.016814081
Hipp->VTA 19,0.23225833,0.2182275,0.013470102
Hipp->VTA 20,0.2030025,0.24129051,0.010270056
Hipp->VTA 21,0.1772426,0.2653251,0.0061466256
Hipp->VTA 22,0.1619095,0.2876675,0.0012416258
Hipp->VTA 23,0.15822372,0.30655122,9.213944e-06
Hipp->VTA 24,0.1622678,0.3232916,9.103212e-06
Hipp->VTA 25,0.17145957,0.33734414,8.72686e-06
Hipp->VTA 26,0.1871605,0.34362355,8.205552e-06
Hipp->VTA 27,0.20564726,0.3457932,7.6140177e-06
Hipp->VTA 28,0.22353423,0.34724745,7.0590218e-06
Hipp->VTA 29,0.23748371,0.34928522,6.658521e-06
Hipp->VTA 30,0.24601358,0.35125005,6.4979613e-06
Hipp->VTA 31,0.25098604,0.35224268,6.617565e-06
Hipp->VTA 32,0.25021234,0.35286772,6.9817966e-06
Hipp->VTA 33,0.24435492,0.3525147,7.4833174e-06
Hipp->VTA 34,0.23756114,0.347916,7.984432e-06
Hipp->VTA 35,0.23354273,0.3405324,8.329454e-06
Hipp->VTA 36,0.2353086,0.3291679,8.443705e-06
Hipp->VTA 37,0.2424116,0.31382713,8.325343e-06
Hipp->VTA 38,0.2561364,0.2955776,8.033153e-06
Hipp->VTA 39,0.2728423,0.2779754,7.687117e-06
Hipp->VTA 40,0.28715816,0.26441082,7.4456293e-06
Hipp->VTA 41,0.29515067,0.2584907,7.413299e-06
Hipp->VTA 42,0.2931181,0.2610852,7.670314e-06
Hipp->VTA 43,0.28126338,0.26937038,0.0028087134
Hipp->VTA 44,0.26468402,0.27840495,0.005595851
Hipp->VTA 45,0.24647413,0.2840563,0.0074470737
Hipp->VTA 46,0.22913893,0.28305498,0.008146993
Hipp->VTA 47,0.21559319,0.2738144,0.00794831
Hipp->VTA 48,0.20691858,0.25669298,0.008205335
Hipp->VTA 49,0.19957489,0.2345967,0.009367694
Hipp->VTA 50,0.19016352,0.21034524,0.010972233
Hipp->VTA 51,0.18046995,0.18681026,0.011676746
Hipp->VTA 52,0.17000826,0.16619746,0.011166977
Hipp->VTA 53,0.14904384,0.14735152,0.008945816
Hipp->VTA 54,0.11011367,0.12596373,0.006574482
Hipp->VTA 55,0.056469843,0.10167437,0.006677272
Hipp->VTA 56,0.010313285,0.07244556,6.463472e-06
VTA->Hipp 1,1.889858e-05,0.10581629,9.68926e-06
VTA->Hipp 2,1.7821247e-05,0.1122354,9.1430875e-06
VTA->Hipp 3,1.5934917e-05,0.118042395,0.0075229118
VTA->Hipp 4,1.3285567e-05,0.115726724,0.02424696
VTA->Hipp 5,0.040305544,0.095229134,0.037968554
VTA->Hipp 6,0.11180663,0.096653566,0.04983142
VTA->Hipp 7,0.20296925,0.10876789,0.044371687
VTA->Hipp 8,0.27765214,0.090410285,0.00611944
VTA->Hipp 9,0.29156035,0.052014217,4.0614314e-06
VTA->Hipp 10,0.2741478,0.04346535,5.575355e-06
VTA->Hipp 11,0.24348515,0.056487244,7.1009713e-06
VTA->Hipp 12,0.21450466,0.064852655,8.244168e-06
VTA->Hipp 13,0.19145223,0.07120611,8.889404e-06
VTA->Hipp 14,0.17529769,0.079435505,9.044615e-06
VTA->Hipp 15,0.16219042,0.090226375,8.861083e-06
VTA->Hipp 16,0.15013584,0.10260062,8.551177e-06
VTA->Hipp 17,0.13968661,0.115137696,8.277475e-06
VTA->Hipp 18,0.12892167,0.124826044,8.183244e-06
VTA->Hipp 19,0.11974541,0.1356502,8.2517545e-06
VTA->Hipp 20,0.1095367,0.14796263,8.491692e-06
VTA->Hipp 21,0.098352276,0.15894641,8.864312e-06
VTA->Hipp 22,0.09403936,0.16840288,9.177107e-06
VTA->Hipp 23,0.0929271,0.17509535,9.366468e-06
VTA->Hipp 24,0.09572245,0.17887136,9.345693e-06
VTA->Hipp 25,0.10378214,0.18221168,9.108081e-06
VTA->Hipp 26,0.11567567,0.18359074,8.763659e-06
VTA->Hipp 27,0.1301327,0.18289062,8.374737e-06
VTA->Hipp 28,0.14588043,0.18256691,8.748859e-05
VTA->Hipp 29,0.16338605,0.18231423,0.0043233116
VTA->Hipp 30,0.1840147,0.1812687,0.006365132
VTA->Hipp 31,0.20624046,0.18118672,0.0045816177
VTA->Hipp 32,0.22629687,0.18107906,0.0011395724
VTA->Hipp 33,0.24397482,0.18069285,7.5420307e-06
VTA->Hipp 34,0.2608501,0.18084277,7.660974e-06
VTA->Hipp 35,0.27347183,0.17935295,0.00076919125
VTA->Hipp 36,0.2864765,0.17480445,0.000999464
VTA->Hipp 37,0.30142456,0.166209,7.4480054e-06
VTA->Hipp 38,0.31443182,0.15537417,7.2003686e-06
VTA->Hipp 39,0.3256162,0.14318885,6.9482776e-06
VTA->Hipp 40,0.33569473,0.12706548,6.7845845e-06
VTA->Hipp 41,0.34505317,0.10838797,6.73873e-06
VTA->Hipp 42,0.35261437,0.08756618,6.846611e-06
VTA->Hipp 43,0.35771117,0.0652812,7.1353684e-06
VTA->Hipp 44,0.35731825,0.04278012,7.571048e-06
VTA->Hipp 45,0.34636647,0.018377308,8.112746e-06
VTA->Hipp 46,0.3257249,2.55047e-05,8.507803e-06
VTA->Hipp 47,0.29426092,2.5591658e-05,8.528962e-06
VTA->Hipp 48,0.26073942,2.4802719e-05,8.244223e-06
VTA->Hipp 49,0.22578034,2.3113338e-05,7.651138e-06
VTA->Hipp 50,0.1909038,2.0813608e-05,6.854818e-06
VTA->Hipp 51,0.15937437,1.8279794e-05,5.982767e-06
VTA->Hipp 52,0.13377203,0.010492655,5.08825e-06
VTA->Hipp 53,0.10882222,0.029633278,4.290328e-06
VTA->Hipp 54,0.08475666,0.037922587,3.7852178e-06
VTA->Hipp 55,0.076094,0.053110797,3.4868203e-06
VTA->Hipp 56,0.08530988,0.06873279,3.6163533e-06
IL_Cx->Nac 1,0.09608845,2.9553368e-05,8.378428e-06
IL_Cx->Nac 2,0.08597599,2.8275834e-05,7.98178e-06
IL_Cx->Nac 3,0.06432296,0.0018656029,7.272268e-06
IL_Cx->Nac 4,0.017714912,2.3119306e-05,6.3451675e-06
IL_Cx->Nac 5,1.0986036e-05,1.855274e-05,5.0519525e-06
IL_Cx->Nac 6,8.520963e-06,1.457504e-05,3.9891124e-06
IL_Cx->Nac 7,0.13267238,0.04259554,3.2233456e-06
IL_Cx->Nac 8,0.28305224,0.09083324,3.2415912e-06
IL_Cx->Nac 9,0.38219184,0.07859503,4.0861473e-06
IL_Cx->Nac 10,0.43855137,0.070697166,5.5187106e-06
IL_Cx->Nac 11,0.44156614,0.0881181,6.9086454e-06
IL_Cx->Nac 12,0.42654115,0.11038345,0.011923059
IL_Cx->Nac 13,0.3953078,0.11970024,0.01614664
IL_Cx->Nac 14,0.3556913,0.120496474,0.014658516
IL_Cx->Nac 15,0.32012618,0.11905831,0.010743186
IL_Cx->Nac 16,0.28670892,0.117961325,0.0061718808
IL_Cx->Nac 17,0.2518102,0.117588505,0.005056832
IL_Cx->Nac 18,0.22330676,0.1205323,0.005552703
IL_Cx->Nac 19,0.20449096,0.12679043,0.007311654
IL_Cx->Nac 20,0.19410855,0.13439834,0.008935379
IL_Cx->Nac 21,0.18814085,0.14059111,0.012215146
IL_Cx->Nac 22,0.1850815,0.14347051,0.016764473
IL_Cx->Nac 23,0.1874503,0.14256549,0.023143096
IL_Cx->Nac 24,0.19423832,0.14015411,0.028674575
IL_Cx->Nac 25,0.20730223,0.13805163,0.034043055
IL_Cx->Nac 26,0.22173531,0.13556497,0.03735987
IL_Cx->Nac 27,0.2377927,0.13267933,0.033705495
IL_Cx->Nac 28,0.25443158,0.13262278,0.029767752
IL_Cx->Nac 29,0.2700005,0.136283,0.027962325
IL_Cx->Nac 30,0.28100547,0.14270188,0.028287658
IL_Cx->Nac 31,0.28701442,0.14885233,0.028724853
IL_Cx->Nac 32,0.29348204,0.15299152,0.028313452
IL_Cx->Nac 33,0.29996967,0.15674485,0.02721524
IL_Cx->Nac 34,0.3045621,0.16189373,0.02601083
IL_Cx->Nac 35,0.30845186,0.16723739,0.024012893
IL_Cx->Nac 36,0.31276205,0.17084724,0.020210426
IL_Cx->Nac 37,0.31695867,0.17323726,0.01466974
IL_Cx->Nac 38,0.31921184,0.17299803,0.009736087
IL_Cx->Nac 39,0.31990582,0.17028141,0.0057287975
IL_Cx->Nac 40,0.32231793,0.16588591,0.004837282
IL_Cx->Nac 41,0.3275891,0.16076669,0.0069852094
IL_Cx->Nac 42,0.33304173,0.15813625,0.009731651
IL_Cx->Nac 43,0.33778068,0.15675378,0.013374035
IL_Cx->Nac 44,0.34142902,0.15608886,0.017899042
IL_Cx->Nac 45,0.342087,0.15387021,0.022041455
IL_Cx->Nac 46,0.33783314,0.14685912,0.024198923
IL_Cx->Nac 47,0.3276278,0.13530073,0.024111798
IL_Cx->Nac 48,0.311694,0.12022258,0.02087755
IL_Cx->Nac 49,0.2915241,0.10241904,0.01680242
IL_Cx->Nac 50,0.2705126,0.08441455,0.013583658
IL_Cx->Nac 51,0.25105214,0.07049148,0.009544185
IL_Cx->Nac 52,0.23210682,0.063062035,0.0054849065
IL_Cx->Nac 53,0.21026252,0.06493634,0.0020431003
IL_Cx->Nac 54,0.18847443,0.064401634,0.00040329387
IL_Cx->Nac 55,0.16782084,0.061988447,4.1656367e-06
IL_Cx->Nac 56,0.17005636,0.057456926,0.0076182527
Nac->IL_Cx 1,2.5767693e-05,4.380335e-05,0.002489935
Nac->IL_Cx 2,0.00028473962,4.1265535e-05,0.009545389
Nac->IL_Cx 3,2.1900893e-05,3.696396e-05,0.020343896
Nac->IL_Cx 4,1.8542603e-05,3.1156895e-05,0.032242086
Nac->IL_Cx 5,1.4787439e-05,2.472841e-05,0.04457287
Nac->IL_Cx 6,1.2102519e-05,2.0056961e-05,0.03547338
Nac->IL_Cx 7,1.0926556e-05,0.049457315,0.008398915
Nac->IL_Cx 8,0.104222484,0.14171493,4.5060942e-06
Nac->IL_Cx 9,0.18913758,0.18861206,4.7216613e-06
Nac->IL_Cx 10,0.24497758,0.19599777,0.009145258
Nac->IL_Cx 11,0.2518527,0.19926749,0.04426143
Nac->IL_Cx 12,0.24179594,0.21938398,0.069426864
Nac->IL_Cx 13,0.22804835,0.23573974,0.07496435
Nac->IL_Cx 14,0.22562045,0.24584563,0.07127523
Nac->IL_Cx 15,0.23212454,0.24982008,0.062174242
Nac->IL_Cx 16,0.24368556,0.24994686,0.05140939
Nac->IL_Cx 17,0.25847244,0.24871409,0.040443935
Nac->IL_Cx 18,0.27245107,0.24834336,0.029094683
Nac->IL_Cx 19,0.2791788,0.24927448,0.016424526
Nac->IL_Cx 20,0.2773212,0.25324732,0.0024079157
Nac->IL_Cx 21,0.2658338,0.25799593,7.123578e-06
Nac->IL_Cx 22,0.24962366,0.26372847,7.466227e-06
Nac->IL_Cx 23,0.23093888,0.2728037,7.794813e-06
Nac->IL_Cx 24,0.21326217,0.2853018,8.023906e-06
Nac->IL_Cx 25,0.19947235,0.30086884,8.097178e-06
Nac->IL_Cx 26,0.18963708,0.32105738,7.977923e-06
Nac->IL_Cx 27,0.18338059,0.34108412,7.665582e-06
Nac->IL_Cx 28,0.18162222,0.3607619,7.244973e-06
Nac->IL_Cx 29,0.1835253,0.37696594,6.7805477e-06
Nac->IL_Cx 30,0.19104488,0.38562772,0.005347928
Nac->IL_Cx 31,0.20553252,0.38318503,0.012849576
Nac->IL_Cx 32,0.22615644,0.37136856,0.020493547
Nac->IL_Cx 33,0.24781206,0.35356796,0.02807486
Nac->IL_Cx 34,0.26356122,0.33685338,0.03412328
Nac->IL_Cx 35,0.27405843,0.32154906,0.03657618
Nac->IL_Cx 36,0.27710897,0.30633363,0.03476447
Nac->IL_Cx 37,0.27380565,0.29181445,0.031338595
Nac->IL_Cx 38,0.2652184,0.27864248,0.029139746
Nac->IL_Cx 39,0.25454378,0.26900902,0.027616667
Nac->IL_Cx 40,0.24704157,0.26295623,0.029016968
Nac->IL_Cx 41,0.24579412,0.26015002,0.034562085
Nac->IL_Cx 42,0.25058702,0.2596028,0.0431409
Nac->IL_Cx 43,0.26078045,0.25905693,0.05214862
Nac->IL_Cx 44,0.27143916,0.25829738,0.056374017
Nac->IL_Cx 45,0.27674708,0.25553098,0.056979325
Nac->IL_Cx 46,0.27676672,0.2513026,0.054188397
Nac->IL_Cx 47,0.26883653,0.24275297,0.047713324
Nac->IL_Cx 48,0.25380513,0.2284436,0.038183115
Nac->IL_Cx 49,0.23718171,0.20771097,0.028494528
Nac->IL_Cx 50,0.22069159,0.1829052,0.019860258
Nac->IL_Cx 51,0.20736244,0.15786318,0.011723372
Nac->IL_Cx 52,0.19763304,0.13343984,0.010275191
Nac->IL_Cx 53,0.17931505,0.113818,0.015461413
Nac->IL_Cx 54,0.16152056,0.09500115,0.02458515
Nac->IL_Cx 55,0.14486031,0.07551567,0.037454616
Nac->IL_Cx 56,0.14084186,0.05767081,0.041318696
IL_Cx->PrL_Cx 1,0.29968342,0.07392011,0.049566805
IL_Cx->PrL_Cx 2,0.30477703,0.07346379,0.05158886
IL_Cx->PrL_Cx 3,0.30898786,0.07097614,0.055857487
IL_Cx->PrL_Cx 4,0.3064718,0.065795064,0.06467627
IL_Cx->PrL_Cx 5,0.28954703,0.06051527,0.07853774
IL_Cx->PrL_Cx 6,0.2742809,0.06770552,0.082328364
IL_Cx->PrL_Cx 7,0.28604755,0.08649096,0.082972266
IL_Cx->PrL_Cx 8,0.30083123,0.11036957,0.07937472
IL_Cx->PrL_Cx 9,0.28362456,0.112258196,0.0871771
IL_Cx->PrL_Cx 10,0.26800415,0.10072967,0.09997096
IL_Cx->PrL_Cx 11,0.2630091,0.09481593,0.109406166
IL_Cx->PrL_Cx 12,0.26401815,0.09422823,0.10376261
IL_Cx->PrL_Cx 13,0.2706892,0.09525012,0.0933865
IL_Cx->PrL_Cx 14,0.28127623,0.09719148,0.08014337
IL_Cx->PrL_Cx 15,0.29874927,0.09949917,0.063417196
IL_Cx->PrL_Cx 16,0.322268,0.10367371,0.044864435
IL_Cx->PrL_Cx 17,0.34801468,0.10986176,0.02532277
IL_Cx->PrL_Cx 18,0.3732673,0.1172254,0.0050063194
IL_Cx->PrL_Cx 19,0.39125454,0.124545746,6.1631868e-06
IL_Cx->PrL_Cx 20,0.40249205,0.13123244,6.0901357e-06
IL_Cx->PrL_Cx 21,0.4067587,0.13657083,6.2312374e-06
IL_Cx->PrL_Cx 22,0.40125105,0.14270793,6.5447825e-06
IL_Cx->PrL_Cx 23,0.3880336,0.15148103,6.900638e-06
IL_Cx->PrL_Cx 24,0.37028882,0.16433752,7.1997465e-06
IL_Cx->PrL_Cx 25,0.3468865,0.18083693,7.4100917e-06
IL_Cx->PrL_Cx 26,0.31592685,0.19974798,7.452948e-06
IL_Cx->PrL_Cx 27,0.28676555,0.22273639,7.316014e-06
IL_Cx->PrL_Cx 28,0.2633433,0.24607761,7.024497e-06
IL_Cx->PrL_Cx 29,0.25151047,0.2635765,6.695349e-06
IL_Cx->PrL_Cx 30,0.2524166,0.27197862,6.4364162e-06
IL_Cx->PrL_Cx 31,0.26119208,0.27173665,6.3251005e-06
IL_Cx->PrL_Cx 32,0.27107507,0.26823387,6.376099e-06
IL_Cx->PrL_Cx 33,0.27980497,0.26246148,6.5758636e-06
IL_Cx->PrL_Cx 34,0.2857551,0.25283223,6.869028e-06
IL_Cx->PrL_Cx 35,0.2879503,0.23729289,7.199682e-06
IL_Cx->PrL_Cx 36,0.28874987,0.22010693,7.520067e-06
IL_Cx->PrL_Cx 37,0.29147243,0.20067137,7.772125e-06
IL_Cx->PrL_Cx 38,0.2987271,0.18024278,7.933478e-06
IL_Cx->PrL_Cx 39,0.30997014,0.16117695,8.007483e-06
IL_Cx->PrL_Cx 40,0.32220024,0.14596683,0.0004224639
IL_Cx->PrL_Cx 41,0.33275735,0.13471091,0.0043381006
IL_Cx->PrL_Cx 42,0.34059298,0.12656973,0.003229977
IL_Cx->PrL_Cx 43,0.34419373,0.118832566,8.321397e-06
IL_Cx->PrL_Cx 44,0.3417024,0.110505655,8.684489e-06
IL_Cx->PrL_Cx 45,0.3349542,0.10031494,9.143825e-06
IL_Cx->PrL_Cx 46,0.32127956,0.09033638,9.55887e-06
IL_Cx->PrL_Cx 47,0.30111971,0.07918991,9.779219e-06
IL_Cx->PrL_Cx 48,0.2727613,0.06261467,9.70779e-06
IL_Cx->PrL_Cx 49,0.23948334,0.040434603,9.304234e-06
IL_Cx->PrL_Cx 50,0.20425805,0.01431644,8.636998e-06
IL_Cx->PrL_Cx 51,0.1740769,2.3816945e-05,7.689545e-06
IL_Cx->PrL_Cx 52,0.15555726,2.0526877e-05,6.6145617e-06
IL_Cx->PrL_Cx 53,0.14582787,1.764795e-05,5.6744125e-06
IL_Cx->PrL_Cx 54,0.13463098,1.5536845e-05,4.9809078e-06
IL_Cx->PrL_Cx 55,0.13070995,1.4240391e-05,4.54073e-06
IL_Cx->PrL_Cx 56,0.14038518,0.0041056583,0.0147126885
PrL_Cx->IL_Cx 1,0.21221262,0.020600663,9.531337e-06
PrL_Cx->IL_Cx 2,0.20505424,0.023913376,0.0061763013
PrL_Cx->IL_Cx 3,0.18983303,0.027546044,0.019073805
PrL_Cx->IL_Cx 4,0.15834805,0.027690837,0.0389157
PrL_Cx->IL_Cx 5,0.092523985,0.018943274,0.06500676
PrL_Cx->IL_Cx 6,0.020700745,0.011360896,0.08613627
PrL_Cx->IL_Cx 7,0.032475986,0.012112614,0.08095976
PrL_Cx->IL_Cx 8,0.10646041,0.025603807,0.055092752
PrL_Cx->IL_Cx 9,0.20986483,0.033519853,0.029303998
PrL_Cx->IL_Cx 10,0.26517886,0.048817914,0.012857073
PrL_Cx->IL_Cx 11,0.2872763,0.056410655,0.002903648
PrL_Cx->IL_Cx 12,0.2857707,0.06125368,9.553116e-06
PrL_Cx->IL_Cx 13,0.26751575,0.06701724,1.0402389e-05
PrL_Cx->IL_Cx 14,0.24796268,0.07335109,1.07930255e-05
PrL_Cx->IL_Cx 15,0.23131728,0.08140327,1.0761037e-05
PrL_Cx->IL_Cx 16,0.22062375,0.09015351,0.0028561554
PrL_Cx->IL_Cx 17,0.21115525,0.09947147,0.014520719
PrL_Cx->IL_Cx 18,0.2057379,0.10678294,0.025390904
PrL_Cx->IL_Cx 19,0.20680329,0.11160792,0.033109043
PrL_Cx->IL_Cx 20,0.21020623,0.1112608,0.03667684
PrL_Cx->IL_Cx 21,0.21237397,0.105549574,0.03625408
PrL_Cx->IL_Cx 22,0.21522047,0.09692631,0.033787414
PrL_Cx->IL_Cx 23,0.22362126,0.08669789,0.03201306
PrL_Cx->IL_Cx 24,0.23465882,0.077466056,0.032862864
PrL_Cx->IL_Cx 25,0.24861845,0.07067699,0.035204172
PrL_Cx->IL_Cx 26,0.26588252,0.06645578,0.03729677
PrL_Cx->IL_Cx 27,0.28256696,0.068094656,0.039195873
PrL_Cx->IL_Cx 28,0.29688692,0.07486378,0.03783092
PrL_Cx->IL_Cx 29,0.3089493,0.08290799,0.03708018
PrL_Cx->IL_Cx 30,0.31911615,0.08992329,0.036530238
PrL_Cx->IL_Cx 31,0.32481113,0.09478788,0.034975346
PrL_Cx->IL_Cx 32,0.32381344,0.099055946,0.033174716
PrL_Cx->IL_Cx 33,0.31530318,0.104146644,0.03239711
PrL_Cx->IL_Cx 34,0.30262747,0.109193414,0.032833606
PrL_Cx->IL_Cx 35,0.2890093,0.11247402,0.03341263
PrL_Cx->IL_Cx 36,0.27675298,0.1132436,0.032830436
PrL_Cx->IL_Cx 37,0.26879215,0.11167842,0.032423977
PrL_Cx->IL_Cx 38,0.26578212,0.10721256,0.03292579
PrL_Cx->IL_Cx 39,0.26782608,0.10062767,0.034067977
PrL_Cx->IL_Cx 40,0.27167788,0.09382527,0.03672288
PrL_Cx->IL_Cx 41,0.27483356,0.0892584,0.04165897
PrL_Cx->IL_Cx 42,0.2758598,0.08744322,0.046068404
PrL_Cx->IL_Cx 43,0.27220985,0.08732874,0.04834508
PrL_Cx->IL_Cx 44,0.26276532,0.08873851,0.049087245
PrL_Cx->IL_Cx 45,0.2485153,0.09141737,0.04854782
PrL_Cx->IL_Cx 46,0.23205365,0.09501974,0.0455226
PrL_Cx->IL_Cx 47,0.21481897,0.09892851,0.039043985
PrL_Cx->IL_Cx 48,0.19865309,0.10107125,0.029780688
PrL_Cx->IL_Cx 49,0.18636753,0.10008779,0.020127395
PrL_Cx->IL_Cx 50,0.17693438,0.09301462,0.011396343
PrL_Cx->IL_Cx 51,0.16731039,0.07623572,0.003772694
PrL_Cx->IL_Cx 52,0.15442306,0.05414414,6.1783408e-06
PrL_Cx->IL_Cx 53,0.14322098,0.029915566,5.4186703e-06
PrL_Cx->IL_Cx 54,0.13397503,0.0078124874,0.0043052714
PrL_Cx->IL_Cx 55,0.11103697,1.46271595e-05,0.010894817
PrL_Cx->IL_Cx 56,0.09889493,1.5647536e-05,0.018011542
IL_Cx->Thal 1,8.476732e-06,0.5574854,4.623051e-06
IL_Cx->Thal 2,8.098071e-06,0.5524685,4.4078456e-06
IL_Cx->Thal 3,7.4035283e-06,0.5404907,4.0138148e-06
IL_Cx->Thal 4,6.416158e-06,0.50837815,3.4347884e-06
IL_Cx->Thal 5,5.24077e-06,0.4284081,2.7337778e-06
IL_Cx->Thal 6,4.3302143e-06,0.32610273,2.2083454e-06
IL_Cx->Thal 7,4.2363954e-06,0.30393237,2.1796598e-06
IL_Cx->Thal 8,0.09354288,0.33158806,0.014173209
IL_Cx->Thal 9,0.27234554,0.23667602,3.917559e-06
IL_Cx->Thal 10,0.3492621,0.14380434,5.985216e-06
IL_Cx->Thal 11,0.35481557,0.088436715,8.24845e-06
IL_Cx->Thal 12,0.295129,0.088385925,0.044343904
IL_Cx->Thal 13,0.19064467,0.12821557,0.077151835
IL_Cx->Thal 14,0.08578577,0.18724139,0.09177421
IL_Cx->Thal 15,1.7946551e-05,0.24943328,0.09787841
IL_Cx->Thal 16,1.5965457e-05,0.29609737,0.09535052
IL_Cx->Thal 17,1.4625446e-05,0.3376101,0.08767064
IL_Cx->Thal 18,1.3900249e-05,0.3779223,0.07290622
IL_Cx->Thal 19,1.3850781e-05,0.4130744,0.05541239
IL_Cx->Thal 20,1.4426026e-05,0.43496254,0.047303114
IL_Cx->Thal 21,1.5251374e-05,0.42809358,0.05401829
IL_Cx->Thal 22,1.694487e-05,0.3952378,0.06106211
IL_Cx->Thal 23,1.9040475e-05,0.33911708,0.07241002
IL_Cx->Thal 24,2.0967353e-05,0.27159196,0.08856684
IL_Cx->Thal 25,2.241592e-05,0.20516185,0.10500549
IL_Cx->Thal 26,2.2757684e-05,0.14877181,0.1009044
IL_Cx->Thal 27,2.1860407e-05,0.11670221,0.09215817
IL_Cx->Thal 28,2.005428e-05,0.117755,0.08583159
IL_Cx->Thal 29,1.7979104e-05,0.14672199,0.08506313
IL_Cx->Thal 30,0.0054586856,0.19112463,0.08624244
IL_Cx->Thal 31,0.011985673,0.24004593,0.08667243
IL_Cx->Thal 32,0.008511042,0.28252006,0.081418134
IL_Cx->Thal 33,1.4679626e-05,0.31950414,0.078323744
IL_Cx->Thal 34,1.4811186e-05,0.34695697,0.07893164
IL_Cx->Thal 35,1.4966663e-05,0.365151,0.083139606
IL_Cx->Thal 36,1.4856455e-05,0.3738168,0.08643038
IL_Cx->Thal 37,1.4532554e-05,0.37487644,0.08758093
IL_Cx->Thal 38,1.4066704e-05,0.36876446,0.08517993
IL_Cx->Thal 39,1.3529865e-05,0.35831127,0.082488455
IL_Cx->Thal 40,1.3019128e-05,0.34377873,0.08133454
IL_Cx->Thal 41,1.263065e-05,0.32610774,0.082122736
IL_Cx->Thal 42,1.2342371e-05,0.30214792,0.0818289
IL_Cx->Thal 43,1.2277404e-05,0.28133816,0.08365116
IL_Cx->Thal 44,1.24364105e-05,0.26475945,0.087019004
IL_Cx->Thal 45,1.2846883e-05,0.24629717,0.08658322
IL_Cx->Thal 46,1.3311508e-05,0.22492369,0.08435577
IL_Cx->Thal 47,1.3731196e-05,0.1960561,0.08012579
IL_Cx->Thal 48,1.3891633e-05,0.16056548,0.07055614
IL_Cx->Thal 49,1.3628012e-05,0.119159676,0.056947026
IL_Cx->Thal 50,1.2983067e-05,0.074896276,0.033228703
IL_Cx->Thal 51,1.2126638e-05,0.019967342,6.5768204e-06
IL_Cx->Thal 52,1.0602624e-05,1.8293167e-05,5.7178527e-06
